production_item_id;first_cut_length;intermediate_cut_length;length;actual_length;creation_date;modification_date;Status;cutting_slip_id;Shape;Profile;spceLenght;weight_lbs_per_foot;width;StartDateTime;EndDateTime;DateDiff;prod_date;prod_day;start_time;end_time;prod_delta_s;bridge_s
80022;9.525;9.525;12192;12239;2022-07-16 07:45;2022-07-18 09:20;COMPLETED;80022;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 08:02;2022-07-16 08:12;10      ;2022-07-16;16;08:02:56;08:12:51;595.14;0
80022;9.525;9.525;12192;12239;2022-07-16 07:45;2022-07-18 09:20;COMPLETED;80022;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 08:12;2022-07-16 08:19;7       ;2022-07-16;16;08:12:51;08:19:41;409.18;0
80023;9.525;9.525;12192;12246;2022-07-16 08:20;2022-07-18 09:20;COMPLETED;80023;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 08:22;2022-07-16 08:29;7       ;2022-07-16;16;08:22:00;08:29:38;457.78;139.8860001
80023;9.525;9.525;12192;12246;2022-07-16 08:20;2022-07-18 09:20;COMPLETED;80023;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 08:29;2022-07-16 08:35;6       ;2022-07-16;16;08:29:38;08:35:41;362.35;0
80023;9.525;9.525;12192;12246;2022-07-16 08:20;2022-07-18 09:20;COMPLETED;80023;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 08:35;2022-07-16 08:42;7       ;2022-07-16;16;08:35:41;08:42:37;416.41;0
80023;9.525;9.525;12192;12246;2022-07-16 08:20;2022-07-18 09:20;COMPLETED;80023;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 08:42;2022-07-16 08:49;7       ;2022-07-16;16;08:42:37;08:49:02;385.23;0
80024;9.525;9.525;12192;12231;2022-07-16 08:50;2022-07-18 09:20;COMPLETED;80024;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 08:51;2022-07-16 08:58;7       ;2022-07-16;16;08:51:32;08:58:37;424.79;149.9650002
80024;9.525;9.525;12192;12231;2022-07-16 08:50;2022-07-18 09:20;COMPLETED;80024;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 08:58;2022-07-16 09:05;7       ;2022-07-16;16;08:58:37;09:05:06;388.84;0
80024;9.525;9.525;12192;12231;2022-07-16 08:50;2022-07-18 09:20;COMPLETED;80024;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 09:05;2022-07-16 09:12;7       ;2022-07-16;16;09:05:06;09:12:50;463.74;0
80024;9.525;9.525;12192;12231;2022-07-16 08:50;2022-07-18 09:20;COMPLETED;80024;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 09:12;2022-07-16 09:19;7       ;2022-07-16;16;09:12:50;09:19:10;380.33;0
80025;9.525;9.525;12192;12240;2022-07-16 09:19;2022-07-18 09:20;COMPLETED;80025;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 09:21;2022-07-16 09:53;32      ;2022-07-16;16;09:21:14;09:53:17;1922.92;123.7130001
80025;9.525;9.525;12192;12240;2022-07-16 09:19;2022-07-18 09:20;COMPLETED;80025;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 09:53;2022-07-16 09:59;6       ;2022-07-16;16;09:53:17;09:59:18;361.87;0
80025;9.525;9.525;12192;12240;2022-07-16 09:19;2022-07-18 09:20;COMPLETED;80025;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 09:59;2022-07-16 10:07;8       ;2022-07-16;16;09:59:18;10:07:11;472.72;0
80025;9.525;9.525;12192;12240;2022-07-16 09:19;2022-07-18 09:20;COMPLETED;80025;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 10:07;2022-07-16 10:13;6       ;2022-07-16;16;10:07:11;10:13:17;365.42;0
80026;9.525;9.525;12192;12239;2022-07-16 10:15;2022-07-18 09:20;COMPLETED;80026;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 10:16;2022-07-16 10:25;9       ;2022-07-16;16;10:16:29;10:25:06;517.85;191.9519996
80026;9.525;9.525;12192;12239;2022-07-16 10:15;2022-07-18 09:20;COMPLETED;80026;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 10:25;2022-07-16 10:31;6       ;2022-07-16;16;10:25:06;10:31:47;400.17;0
80026;9.525;9.525;12192;12239;2022-07-16 10:15;2022-07-18 09:20;COMPLETED;80026;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 10:31;2022-07-16 10:41;10      ;2022-07-16;16;10:31:47;10:41:31;584.33;0
80026;9.525;9.525;12192;12239;2022-07-16 10:15;2022-07-18 09:20;COMPLETED;80026;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 10:41;2022-07-16 10:48;7       ;2022-07-16;16;10:41:31;10:48:47;435.62;0
80027;9.525;9.525;12192;12238;2022-07-16 10:56;2022-07-18 09:20;COMPLETED;80027;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 10:57;2022-07-16 11:06;9       ;2022-07-16;16;10:57:46;11:06:48;542.35;539.4190001
80027;9.525;9.525;12192;12238;2022-07-16 10:56;2022-07-18 09:20;COMPLETED;80027;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 11:06;2022-07-16 11:15;9       ;2022-07-16;16;11:06:48;11:15:41;532.79;0
80027;9.525;9.525;12192;12238;2022-07-16 10:56;2022-07-18 09:20;COMPLETED;80027;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 11:15;2022-07-16 11:28;13      ;2022-07-16;16;11:15:42;11:28:10;748.26;0
80028;9.525;9.525;12192;12245;2022-07-16 11:38;2022-07-18 09:20;COMPLETED;80028;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 11:39;2022-07-16 11:46;7       ;2022-07-16;16;11:39:52;11:46:44;412.17;701.9320004
80028;9.525;9.525;12192;12245;2022-07-16 11:38;2022-07-18 09:20;COMPLETED;80028;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 11:46;2022-07-16 11:52;6       ;2022-07-16;16;11:46:44;11:52:42;358.26;0
80028;9.525;9.525;12192;12245;2022-07-16 11:38;2022-07-18 09:20;COMPLETED;80028;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 11:52;2022-07-16 11:59;7       ;2022-07-16;16;11:52:42;11:59:09;386.32;0
80028;9.525;9.525;12192;12245;2022-07-16 11:38;2022-07-18 09:20;COMPLETED;80028;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 11:59;2022-07-16 12:42;43      ;2022-07-16;16;11:59:09;12:42:48;2619.61;0
80029;9.525;9.525;12192;12247;2022-07-16 12:43;2022-07-18 09:20;COMPLETED;80029;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 12:45;2022-07-16 12:54;9       ;2022-07-16;16;12:45:15;12:54:29;554.38;146.5230001
80029;9.525;9.525;12192;12247;2022-07-16 12:43;2022-07-18 09:20;COMPLETED;80029;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 12:54;2022-07-16 13:01;7       ;2022-07-16;16;12:54:29;13:01:11;401.87;0
80029;9.525;9.525;12192;12247;2022-07-16 12:43;2022-07-18 09:20;COMPLETED;80029;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 13:01;2022-07-16 13:08;7       ;2022-07-16;16;13:01:11;13:08:43;451.74;0
80029;9.525;9.525;12192;12247;2022-07-16 12:43;2022-07-18 09:20;COMPLETED;80029;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 13:08;2022-07-16 13:17;9       ;2022-07-16;16;13:08:43;13:17:35;531.65;0
80030;9.525;9.525;12192;12249;2022-07-16 13:18;2022-07-18 09:20;COMPLETED;80030;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 13:20;2022-07-16 13:28;8       ;2022-07-16;16;13:20:02;13:28:16;493.25;147.602
80030;9.525;9.525;12192;12249;2022-07-16 13:18;2022-07-18 09:20;COMPLETED;80030;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 13:28;2022-07-16 13:36;8       ;2022-07-16;16;13:28:16;13:36:32;496.74;0
80030;9.525;9.525;12192;12249;2022-07-16 13:18;2022-07-18 09:20;COMPLETED;80030;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 13:36;2022-07-16 13:43;7       ;2022-07-16;16;13:36:32;13:43:11;398.89;0
80030;9.525;9.525;12192;12249;2022-07-16 13:18;2022-07-18 09:20;COMPLETED;80030;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 13:43;2022-07-16 13:55;12      ;2022-07-16;16;13:43:11;13:55:17;725.45;0
80031;9.525;9.525;12192;12232;2022-07-16 13:56;2022-07-18 09:20;COMPLETED;80031;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 13:57;2022-07-16 14:05;8       ;2022-07-16;16;13:57:27;14:05:12;464.85;130.2690002
80031;9.525;9.525;12192;12232;2022-07-16 13:56;2022-07-18 09:20;COMPLETED;80031;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 14:05;2022-07-16 14:11;6       ;2022-07-16;16;14:05:12;14:11:32;379.87;0
80031;9.525;9.525;12192;12232;2022-07-16 13:56;2022-07-18 09:20;COMPLETED;80031;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 14:11;2022-07-16 14:20;9       ;2022-07-16;16;14:11:32;14:20:44;552.01;0
80031;9.525;9.525;12192;12232;2022-07-16 13:56;2022-07-18 09:20;COMPLETED;80031;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 14:20;2022-07-16 14:27;7       ;2022-07-16;16;14:20:44;14:27:29;404.32;0
80032;9.525;9.525;12192;12245;2022-07-16 14:28;2022-07-18 09:20;COMPLETED;80032;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 14:30;2022-07-16 14:37;7       ;2022-07-16;16;14:30:08;14:37:04;415.94;159.5810005
80032;9.525;9.525;12192;12245;2022-07-16 14:28;2022-07-18 09:20;COMPLETED;80032;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 14:37;2022-07-16 14:46;9       ;2022-07-16;16;14:37:04;14:46:02;538.01;0
80032;9.525;9.525;12192;12245;2022-07-16 14:28;2022-07-18 09:20;COMPLETED;80032;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 14:46;2022-07-16 14:52;6       ;2022-07-16;16;14:46:02;14:52:29;387.14;0
80032;9.525;9.525;12192;12245;2022-07-16 14:28;2022-07-18 09:20;COMPLETED;80032;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 14:52;2022-07-16 14:58;6       ;2022-07-16;16;14:52:29;14:58:36;367.03;0
80033;9.525;9.525;12192;12243;2022-07-16 14:59;2022-07-18 09:20;COMPLETED;80033;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 15:01;2022-07-16 15:08;7       ;2022-07-16;16;15:01:02;15:08:27;445.22;145.214
80033;9.525;9.525;12192;12243;2022-07-16 14:59;2022-07-18 09:20;COMPLETED;80033;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 15:08;2022-07-16 15:14;6       ;2022-07-16;16;15:08:27;15:14:37;369.63;0
80033;9.525;9.525;12192;12243;2022-07-16 14:59;2022-07-18 09:20;COMPLETED;80033;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 15:14;2022-07-16 15:21;7       ;2022-07-16;16;15:14:37;15:21:17;399.56;0
80033;9.525;9.525;12192;12243;2022-07-16 14:59;2022-07-18 09:20;COMPLETED;80033;C8X11.5;Channel;2988;11.34;203.2;2022-07-16 15:21;2022-07-16 15:30;9       ;2022-07-16;16;15:21:17;15:30:42;565.80;0
90019;9.525;9.525;12192;12233;2022-07-17 05:59;2022-07-18 09:20;COMPLETED;90019;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 06:00;2022-07-17 06:09;9       ;2022-07-17;17;06:00:40;06:09:34;533.96;0
90019;9.525;9.525;12192;12233;2022-07-17 05:59;2022-07-18 09:20;COMPLETED;90019;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 06:09;2022-07-17 06:15;6       ;2022-07-17;17;06:09:34;06:15:57;382.78;0
90019;9.525;9.525;12192;12233;2022-07-17 05:59;2022-07-18 09:20;COMPLETED;90019;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 06:15;2022-07-17 06:22;7       ;2022-07-17;17;06:15:57;06:22:34;397.22;0
90019;9.525;9.525;12192;12233;2022-07-17 05:59;2022-07-18 09:20;COMPLETED;90019;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 06:22;2022-07-17 06:29;7       ;2022-07-17;17;06:22:34;06:29:04;389.49;0
90020;9.525;9.525;12192;12245;2022-07-17 06:34;2022-07-18 09:20;COMPLETED;90020;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 06:35;2022-07-17 06:43;8       ;2022-07-17;17;06:35:50;06:43:03;433.08;406.1760005
90020;9.525;9.525;12192;12245;2022-07-17 06:34;2022-07-18 09:20;COMPLETED;90020;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 06:43;2022-07-17 06:49;6       ;2022-07-17;17;06:43:03;06:49:45;401.95;0
90020;9.525;9.525;12192;12245;2022-07-17 06:34;2022-07-18 09:20;COMPLETED;90020;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 06:49;2022-07-17 06:57;8       ;2022-07-17;17;06:49:45;06:57:31;466.20;0
90020;9.525;9.525;12192;12245;2022-07-17 06:34;2022-07-18 09:20;COMPLETED;90020;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 06:57;2022-07-17 07:04;7       ;2022-07-17;17;06:57:31;07:04:31;419.99;0
90021;9.525;9.525;12192;12240;2022-07-17 07:08;2022-07-18 09:20;COMPLETED;90021;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 07:09;2022-07-17 07:17;8       ;2022-07-17;17;07:09:22;07:17:21;478.24;291.0129998
90021;9.525;9.525;12192;12240;2022-07-17 07:08;2022-07-18 09:20;COMPLETED;90021;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 07:17;2022-07-17 07:23;6       ;2022-07-17;17;07:17:21;07:23:46;385.27;0
90021;9.525;9.525;12192;12240;2022-07-17 07:08;2022-07-18 09:20;COMPLETED;90021;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 07:23;2022-07-17 07:30;7       ;2022-07-17;17;07:23:46;07:30:32;405.54;0
90021;9.525;9.525;12192;12240;2022-07-17 07:08;2022-07-18 09:20;COMPLETED;90021;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 07:30;2022-07-17 07:37;7       ;2022-07-17;17;07:30:32;07:37:04;392.38;0
90023;9.525;9.525;12192;12244;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90023;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 07:40;2022-07-17 07:48;8       ;2022-07-17;17;07:40:54;07:48:15;440.98;229.1849996
90023;9.525;9.525;12192;12244;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90023;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 07:48;2022-07-17 07:55;7       ;2022-07-17;17;07:48:15;07:55:37;442.21;0
90023;9.525;9.525;12192;12244;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90023;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 07:55;2022-07-17 08:01;6       ;2022-07-17;17;07:55:37;08:01:45;368.39;0
90023;9.525;9.525;12192;12244;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90023;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 08:01;2022-07-17 08:07;6       ;2022-07-17;17;08:01:45;08:07:50;364.79;0
90024;9.525;9.525;12192;12230;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90024;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 08:16;2022-07-17 08:23;7       ;2022-07-17;17;08:16:33;08:23:12;399.03;523.1699998
90024;9.525;9.525;12192;12230;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90024;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 08:23;2022-07-17 08:30;7       ;2022-07-17;17;08:23:12;08:30:07;414.56;0
90024;9.525;9.525;12192;12230;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90024;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 08:30;2022-07-17 08:36;6       ;2022-07-17;17;08:30:07;08:36:31;384.60;0
90024;9.525;9.525;12192;12230;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90024;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 08:36;2022-07-17 08:44;8       ;2022-07-17;17;08:36:31;08:44:29;477.66;0
90025;9.525;9.525;12192;12232;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90025;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 08:46;2022-07-17 08:55;9       ;2022-07-17;17;08:46:45;08:55:45;539.34;136.2220005
90025;9.525;9.525;12192;12232;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90025;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 08:55;2022-07-17 09:02;7       ;2022-07-17;17;08:55:45;09:02:52;427.19;0
90025;9.525;9.525;12192;12232;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90025;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 09:02;2022-07-17 09:10;8       ;2022-07-17;17;09:02:52;09:10:10;437.99;0
90025;9.525;9.525;12192;12232;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90025;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 09:10;2022-07-17 09:17;7       ;2022-07-17;17;09:10:10;09:17:33;443.41;0
90026;9.525;9.525;12192;12243;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90026;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 09:22;2022-07-17 09:54;32      ;2022-07-17;17;09:22:24;09:54:48;1944.13;290.911
90026;9.525;9.525;12192;12243;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90026;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 09:54;2022-07-17 10:00;6       ;2022-07-17;17;09:54:48;10:00:47;358.79;0
90026;9.525;9.525;12192;12243;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90026;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 10:00;2022-07-17 10:06;6       ;2022-07-17;17;10:00:47;10:06:50;362.91;0
90026;9.525;9.525;12192;12243;2022-07-17 07:38;2022-07-18 09:20;COMPLETED;90026;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 10:06;2022-07-17 10:13;6       ;2022-07-17;17;10:06:50;10:13:00;369.53;0
90027;9.525;9.525;12192;12242;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90027;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 10:15;2022-07-17 10:21;6       ;2022-07-17;17;10:15:03;10:21:06;363.55;123.0790001
90027;9.525;9.525;12192;12242;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90027;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 10:21;2022-07-17 10:27;6       ;2022-07-17;17;10:21:06;10:27:07;361.20;0
90027;9.525;9.525;12192;12242;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90027;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 10:27;2022-07-17 10:33;6       ;2022-07-17;17;10:27:08;10:33:13;365.36;0
90027;9.525;9.525;12192;12242;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90027;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 10:33;2022-07-17 10:39;6       ;2022-07-17;17;10:33:13;10:39:17;364.21;0
90028;9.525;9.525;12192;12242;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90028;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 10:41;2022-07-17 10:47;6       ;2022-07-17;17;10:41:18;10:47:26;367.26;121.1650005
90028;9.525;9.525;12192;12242;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90028;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 10:47;2022-07-17 10:53;6       ;2022-07-17;17;10:47:26;10:53:26;360.53;0
90028;9.525;9.525;12192;12242;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90028;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 10:53;2022-07-17 11:05;12      ;2022-07-17;17;10:53:26;11:05:00;694.17;0
90028;9.525;9.525;12192;12242;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90028;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 11:05;2022-07-17 11:11;6       ;2022-07-17;17;11:05:00;11:11:15;374.44;0
90029;9.525;9.525;12192;12233;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90029;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 11:13;2022-07-17 11:20;7       ;2022-07-17;17;11:13:34;11:20:06;391.82;139.7280002
90029;9.525;9.525;12192;12233;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90029;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 11:20;2022-07-17 11:26;6       ;2022-07-17;17;11:20:06;11:26:10;364.14;0
90029;9.525;9.525;12192;12233;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90029;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 11:26;2022-07-17 11:32;6       ;2022-07-17;17;11:26:10;11:32:15;364.82;0
90029;9.525;9.525;12192;12233;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90029;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 11:32;2022-07-17 11:38;6       ;2022-07-17;17;11:32:15;11:38:24;368.44;0
90030;9.525;9.525;12192;12233;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90030;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 11:44;2022-07-17 11:53;9       ;2022-07-17;17;11:44:21;11:53:29;547.20;357.5620002
90030;9.525;9.525;12192;12233;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90030;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 11:53;2022-07-17 11:59;6       ;2022-07-17;17;11:53:29;11:59:30;361.20;0
90030;9.525;9.525;12192;12233;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90030;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 11:59;2022-07-17 12:36;37      ;2022-07-17;17;11:59:30;12:36:36;2225.48;0
90030;9.525;9.525;12192;12233;2022-07-17 07:39;2022-07-18 09:20;COMPLETED;90030;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 12:36;2022-07-17 12:42;6       ;2022-07-17;17;12:36:36;12:42:51;375.50;0
90033;9.525;9.525;12192;12241;2022-07-17 13:46;2022-07-18 09:20;COMPLETED;90033;W12X40;H-Beam;10033;38.73;302.26;2022-07-17 13:50;2022-07-17 14:18;28      ;2022-07-17;17;13:50:37;14:18:35;1677.67;4065.662
90034;9.525;9.525;12192;12234;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90034;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 14:47;2022-07-17 14:53;6       ;2022-07-17;17;14:47:44;14:53:52;368.43;1748.971
90034;9.525;9.525;12192;12234;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90034;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 14:53;2022-07-17 15:01;8       ;2022-07-17;17;14:53:52;15:01:08;436.06;0
90034;9.525;9.525;12192;12234;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90034;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 15:01;2022-07-17 15:07;6       ;2022-07-17;17;15:01:08;15:07:10;361.84;0
90034;9.525;9.525;12192;12234;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90034;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 15:07;2022-07-17 15:17;10      ;2022-07-17;17;15:07:10;15:17:08;597.58;0
90035;9.525;9.525;12192;12225;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90035;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 15:21;2022-07-17 15:31;10      ;2022-07-17;17;15:21:51;15:31:25;573.63;283.7960002
90035;9.525;9.525;12192;12225;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90035;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 15:31;2022-07-17 15:37;6       ;2022-07-17;17;15:31:25;15:37:32;366.62;0
90035;9.525;9.525;12192;12225;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90035;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 15:37;2022-07-17 15:43;6       ;2022-07-17;17;15:37:32;15:43:31;359.42;0
90035;9.525;9.525;12192;12225;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90035;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 15:43;2022-07-17 15:50;7       ;2022-07-17;17;15:43:31;15:50:13;401.95;0
90036;9.525;9.525;12192;12223;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90036;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 16:02;2022-07-17 16:08;6       ;2022-07-17;17;16:02:30;16:08:32;361.75;736.8099997
90036;9.525;9.525;12192;12223;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90036;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 16:08;2022-07-17 16:15;7       ;2022-07-17;17;16:08:32;16:15:21;409.20;0
90036;9.525;9.525;12192;12223;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90036;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 16:15;2022-07-17 16:23;8       ;2022-07-17;17;16:15:21;16:23:04;463.73;0
90036;9.525;9.525;12192;12223;2022-07-17 14:45;2022-07-18 10:20;COMPLETED;90036;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 16:23;2022-07-17 16:29;6       ;2022-07-17;17;16:23:05;16:29:14;369.03;0
90037;9.525;9.525;12192;12240;2022-07-17 14:46;2022-07-18 10:20;COMPLETED;90037;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 16:34;2022-07-17 16:40;6       ;2022-07-17;17;16:34:02;16:40:08;366.07;288.5620004
90037;9.525;9.525;12192;12240;2022-07-17 14:46;2022-07-18 10:20;COMPLETED;90037;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 16:40;2022-07-17 16:46;6       ;2022-07-17;17;16:40:08;16:46:30;382.21;0
90037;9.525;9.525;12192;12240;2022-07-17 14:46;2022-07-18 10:20;COMPLETED;90037;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 16:46;2022-07-17 16:52;6       ;2022-07-17;17;16:46:30;16:52:37;366.52;0
90037;9.525;9.525;12192;12240;2022-07-17 14:46;2022-07-18 10:20;COMPLETED;90037;C8X11.5;Channel;2988;11.34;203.2;2022-07-17 16:52;2022-07-17 16:58;6       ;2022-07-17;17;16:52:37;16:58:44;367.21;0
90038;9.525;9.525;12192;12236;2022-07-17 14:46;2022-07-18 10:20;COMPLETED;90038;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 07:48;2022-07-18 07:54;7       ;2022-07-18;18;07:48:00;07:54:58;417.59;0
90038;9.525;9.525;12192;12236;2022-07-17 14:46;2022-07-18 10:20;COMPLETED;90038;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 07:54;2022-07-18 08:09;15      ;2022-07-18;18;07:54:58;08:09:58;900.01;0
90038;9.525;9.525;12192;12236;2022-07-17 14:46;2022-07-18 10:20;COMPLETED;90038;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 08:09;2022-07-18 08:17;8       ;2022-07-18;18;08:09:58;08:17:41;463.16;0
90038;9.525;9.525;12192;12236;2022-07-17 14:46;2022-07-18 10:20;COMPLETED;90038;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 08:17;2022-07-18 08:24;7       ;2022-07-18;18;08:17:41;08:24:58;437.44;0
90039;9.525;9.525;12192;12234;2022-07-17 16:32;2022-07-18 10:20;COMPLETED;90039;C8X11.5;Channel;2988;11.34;203.2;2022-07-18 08:27;2022-07-18 08:39;12      ;2022-07-18;18;08:27:24;08:39:54;750.50;145.855
